hole_card_1,hole_card_2,board_card_1,board_card_2,board_card_3,board_card_4,board_card_5,street,num_opponents,win_pct,tie_pct,loss_pct
8h,2d,9s,Kd,2s,,,3,1,52.6,3.4,44.0
5d,8c,Tc,8d,4h,5c,,4,3,62.6,1.6,35.8
9d,6c,5s,6d,Qc,,,3,1,65.8,1.4,32.8
2c,Qs,5h,4h,9d,6h,5c,5,2,1.8,0.2,98.0
Ks,8c,Kh,2c,7h,6s,,4,7,30.0,0.6,69.4
Jh,Kc,Ah,Tc,2c,7h,,4,6,10.0,0.0,90.0
7s,2d,,,,,,0,8,4.2,1.6,94.2
Qc,5s,4d,7h,9c,Qd,8s,5,3,52.4,5.0,42.6
6d,Jc,,,,,,0,4,15.6,2.6,81.8
5h,2s,Ac,Kc,5c,Qh,,4,7,3.4,0.4,96.2
Tc,6s,Qh,Jc,2d,5d,Td,5,8,0.6,0.2,99.2
As,3h,7s,7c,Ad,,,3,3,55.2,13.4,31.4
2c,Jc,6h,Jd,6c,Ad,4d,5,7,2.8,6.6,90.6
Ac,6c,Jh,Qs,6h,Tc,Qc,5,5,5.8,0.0,94.2
9d,3s,2s,4h,3h,Th,9h,5,1,58.8,0.6,40.6
Td,5s,Qs,Qh,Qd,4d,Kd,5,1,26.0,7.4,66.6
Jh,9c,7s,Kc,3d,4c,9d,5,4,31.2,1.2,67.6
7s,Th,4d,Qd,9s,6s,Qh,5,3,0.6,0.2,99.2
Ac,Js,3d,4s,9s,4d,As,5,4,42.2,0.8,57.0
8h,Jc,4s,9s,5h,4d,,4,7,2.4,0.6,97.0
8d,4h,,,,,,0,5,10.0,2.6,87.4
Qc,7c,7d,Jd,Kc,3h,Ac,5,7,1.6,0.4,98.0
Kd,3s,8c,9d,2c,Js,,4,5,3.2,1.2,95.6
7c,4c,Ad,9d,As,,,3,5,1.4,0.6,98.0
3d,7d,Ac,Qc,Jh,,,3,4,2.2,3.4,94.4
Ac,8h,Qc,3c,Kd,,,3,6,9.0,2.0,89.0
Ks,4c,,,,,,0,3,20.8,4.0,75.2
Td,Js,6h,8d,4h,Jd,,4,5,33.2,1.2,65.6
4s,7c,Qc,Kh,3s,2h,Jd,5,2,0.0,0.0,100.0
Qc,Kc,,,,,,0,2,45.0,2.6,52.4
5s,2d,,,,,,0,4,11.4,2.2,86.4
3h,2h,Tc,Qc,Ac,,,3,3,3.4,3.0,93.6
6h,6c,Ts,Jh,7h,,,3,6,6.0,0.6,93.4
6d,7s,Ah,7h,8h,,,3,2,26.0,5.8,68.2
Jh,Ac,Qs,Ad,9s,,,3,3,60.4,4.4,35.2
Jd,6h,Ad,3s,5h,,,3,4,7.4,1.0,91.6
Ah,Js,3s,Ks,6c,8d,,4,1,48.0,0.4,51.6
2c,6h,6d,5s,5d,Jh,,4,3,23.2,6.2,70.6
Kh,Qd,7c,6h,6d,7h,,4,3,14.8,11.6,73.6
Td,2s,7s,Jc,6h,,,3,5,2.4,0.8,96.8
Ah,4h,,,,,,0,1,56.2,2.6,41.2
Td,8c,,,,,,0,6,13.4,2.0,84.6
As,Jd,6c,6h,2d,Qc,,4,5,4.8,5.0,90.2
4s,7s,Js,6h,3d,8h,,4,1,14.6,2.2,83.2
5s,8s,3s,6h,4d,Jh,,4,6,12.8,5.0,82.2
3s,6d,9d,Ah,6s,Kd,,4,1,53.4,3.8,42.8
9d,Ah,,,,,,0,4,18.4,2.0,79.6
Tc,7s,8h,As,Jh,6d,,4,7,8.0,0.2,91.8
6s,Qc,,,,,,0,2,28.8,5.2,66.0
2h,9s,Tc,9c,6h,6d,,4,5,9.6,5.2,85.2
4d,Td,,,,,,0,8,8.4,2.8,88.8
8h,Ts,7d,Qd,6s,Jh,Qc,5,6,0.0,0.0,100.0
2h,7h,,,,,,0,1,32.4,8.4,59.2
4h,8d,,,,,,0,5,7.6,3.2,89.2
3h,3c,,,,,,0,3,23.6,0.8,75.6
6d,4c,3s,Jc,Kc,Ac,9d,5,7,0.0,0.0,100.0
7h,Qs,3c,2h,8h,8s,,4,5,5.6,0.2,94.2
Qh,9s,,,,,,0,8,8.6,3.0,88.4
2c,6h,Qc,Ac,5d,Ah,7c,5,3,0.0,0.0,100.0
4c,Jh,3d,9d,Kh,3s,,4,5,1.4,0.8,97.8
7h,9h,2c,5c,Qs,9d,,4,2,50.6,1.4,48.0
4d,Td,,,,,,0,1,45.2,5.4,49.4
2h,Qh,Jh,5d,Jd,4d,4c,5,1,28.2,5.4,66.4
4h,Js,Kh,Qs,Ts,Ks,,4,1,46.0,8.4,45.6
Th,Kc,,,,,,0,7,14.0,1.6,84.4
Ah,6h,Kc,Qs,Jh,,,3,3,22.6,10.0,67.4
Tc,8c,Kc,Ah,5c,Js,,4,5,20.6,2.4,77.0
6c,2s,,,,,,0,3,13.8,3.8,82.4
5c,9d,Qs,2h,5h,,,3,4,20.6,3.2,76.2
7s,4d,9h,3c,Ad,Qh,,4,6,0.2,0.4,99.4
2d,Qc,5h,5s,Ts,Ah,Tc,5,8,0.0,1.4,98.6
6d,5d,7s,3s,4s,5s,Qh,5,8,0.4,1.2,98.4
8c,Ts,,,,,,0,5,13.6,1.6,84.8
9s,7h,5c,As,Ac,,,3,7,6.0,1.8,92.2
2d,Js,3d,Qd,5s,2c,,4,2,27.8,1.0,71.2
8s,5d,,,,,,0,7,8.6,4.0,87.4
Qs,Ks,,,,,,0,3,38.4,2.8,58.8
Ah,6h,8d,5s,7d,,,3,8,5.0,12.6,82.4
Th,Js,,,,,,0,7,15.4,2.6,82.0
9h,4c,,,,,,0,3,18.4,3.2,78.4
5d,9d,Kc,4c,6c,Ah,,4,6,0.0,0.0,100.0
9s,3d,Qc,6d,6c,As,Js,5,7,0.0,0.0,100.0
4c,3d,7d,Ad,Tc,,,3,2,9.2,1.4,89.4
3c,7s,Kd,7h,2s,Td,,4,7,8.0,1.0,91.0
5h,4c,4d,5c,Ks,9s,,4,3,64.8,1.4,33.8
Qc,7h,Ac,Qs,9d,,,3,3,41.0,8.0,51.0
2d,9c,,,,,,0,5,9.2,3.6,87.2
7h,9d,Td,3c,Qh,,,3,8,2.8,1.0,96.2
4c,Qh,Td,8s,Ac,Ks,,4,5,4.6,5.0,90.4
7h,4s,5s,Kd,6d,,,3,4,27.0,3.2,69.8
9h,3h,5h,Qd,9d,,,3,3,34.6,4.6,60.8
2d,4d,,,,,,0,5,17.4,2.4,80.2
7c,Kc,,,,,,0,5,20.2,3.4,76.4
5c,Js,Qc,9d,Qh,,,3,5,7.0,3.4,89.6
Ks,7c,As,3s,Ad,Ah,Js,5,7,0.2,1.8,98.0
9d,Kh,Qs,Td,8s,4h,,4,5,11.2,0.2,88.6
6s,Jh,7s,Qh,5s,,,3,6,3.6,2.2,94.2
Ad,8d,6h,2d,7c,2c,,4,6,3.6,1.2,95.2
7s,As,9d,4s,9h,,,3,1,53.4,4.2,42.4
Qh,2c,6s,8s,8h,Jd,5s,5,1,20.0,2.4,77.6
6h,6d,9c,Td,Kh,As,Kd,5,8,0.0,0.0,100.0
5s,2c,,,,,,0,7,7.4,1.4,91.2
Ac,8s,2c,Qc,Th,,,3,1,51.2,4.0,44.8
5s,5c,Ts,2h,7h,,,3,3,20.2,0.0,79.8
Jd,7c,,,,,,0,2,30.2,4.2,65.6
8s,3d,,,,,,0,3,14.0,3.2,82.8
6s,Qd,,,,,,0,5,10.6,1.4,88.0
4s,4c,5c,8d,5h,Ts,,4,3,17.8,0.2,82.0
8d,6c,Jh,Jd,7c,,,3,7,3.6,2.2,94.2
Js,7h,8s,Jc,8c,Tc,,4,2,42.4,9.6,48.0
5s,4d,5d,6d,3h,7s,2d,5,1,82.4,13.4,4.2
Qd,Qh,,,,,,0,1,81.6,0.2,18.2
2c,9s,4d,2s,6h,,,3,1,48.4,1.8,49.8
8s,3d,2d,Kh,7h,6s,8h,5,4,16.6,2.0,81.4
3d,5s,2s,5h,Ks,8d,,4,2,31.6,4.4,64.0
8s,Kh,,,,,,0,2,34.4,2.8,62.8
Qc,Ac,3d,Jd,6s,,,3,2,30.8,0.6,68.6
3s,8c,Ks,Kc,6d,,,3,2,13.6,4.0,82.4
Th,9h,,,,,,0,6,13.8,3.2,83.0
5h,6s,,,,,,0,3,19.0,3.2,77.8
Qh,8c,Ts,Tc,Kd,,,3,7,2.8,4.6,92.6
Ah,2d,Qd,Qs,3d,Ts,2h,5,7,2.2,0.2,97.6
2h,5c,9c,7h,Ts,Ks,6h,5,3,0.0,0.4,99.6
3d,Js,,,,,,0,4,14.4,2.6,83.0
Kh,7d,4c,6d,Js,Qd,,4,7,1.8,0.0,98.2
6h,7d,8d,Kc,5s,7h,Ah,5,8,0.0,0.6,99.4
Ts,Tc,5h,Jc,Kh,Td,,4,2,82.4,0.0,17.6
Jd,9c,7h,3d,Jc,2d,Jh,5,1,96.6,0.4,3.0
7s,Ad,7d,Jd,Jh,4d,,4,2,65.8,2.6,31.6
3s,Ts,8d,Ks,2s,Qs,Kd,5,2,91.8,0.0,8.2
Td,Th,3c,3h,2s,,,3,2,56.4,0.0,43.6
Ts,8c,Jh,8h,Qd,8s,,4,2,81.2,6.8,12.0
Th,Kc,As,6h,Kh,,,3,8,16.6,3.0,80.4
7s,4d,,,,,,0,6,7.2,3.2,89.6
Jh,Kd,8h,Jc,4d,,,3,7,27.0,2.8,70.2
Ks,8h,3s,8d,Qs,4c,,4,2,53.8,1.8,44.4
9d,4d,9s,Ad,5d,6h,,4,6,25.6,1.4,73.0
3d,8s,Ah,Qc,3s,,,3,4,16.6,4.4,79.0
5c,As,Jd,2s,4h,,,3,7,15.4,4.2,80.4
Qd,Td,Ad,Ac,Kd,Qh,4s,5,6,8.6,9.6,81.8
3s,5s,Kd,Ad,8h,,,3,2,6.2,2.6,91.2
7h,2c,Jd,9h,6s,,,3,7,0.4,1.4,98.2
Qc,4d,Ks,3s,5h,Ah,Ts,5,5,0.0,0.0,100.0
2s,Tc,,,,,,0,8,4.6,2.4,93.0
8c,9d,4c,7h,Qd,Ks,,4,1,22.6,1.6,75.8
4s,9s,6s,8h,Kd,6d,,4,7,0.0,0.4,99.6
5h,8h,7s,9h,2c,2d,,4,8,7.4,0.0,92.6
Qd,7c,,,,,,0,3,20.4,4.0,75.6
Ks,4c,Ac,2h,6d,9h,,4,2,17.4,2.4,80.2
7h,Tc,,,,,,0,2,29.4,2.6,68.0
7h,Kc,,,,,,0,2,33.6,3.2,63.2
2h,4h,6d,5d,2s,,,3,8,5.0,7.0,88.0
9d,Jh,9c,Qc,Jc,2c,,4,2,27.2,6.8,66.0
4d,9s,3s,8h,5d,Qd,Tc,5,4,0.0,0.0,100.0
5h,2c,6c,Tc,8c,Ks,,4,1,18.8,3.8,77.4
Ah,3c,8h,3h,Ad,Jd,Jc,5,2,71.0,7.2,21.8
5c,9h,,,,,,0,1,42.2,4.2,53.6
5h,2h,,,,,,0,7,11.0,2.4,86.6
Ad,9c,6h,3c,Kc,,,3,5,10.2,0.4,89.4
5d,4d,,,,,,0,3,24.0,3.4,72.6
Ts,Th,,,,,,0,8,20.2,1.2,78.6
Kh,Ac,,,,,,0,6,25.8,1.8,72.4
7s,6s,Jd,9h,Qd,2s,3c,5,8,0.0,0.0,100.0
6d,3c,Ts,Ac,5h,,,3,1,12.6,4.8,82.6
Th,4c,9d,3h,9s,Qh,Ac,5,8,0.0,0.0,100.0
4d,3s,,,,,,0,4,14.2,1.4,84.4
Tc,7h,,,,,,0,1,46.0,4.0,50.0
7h,6h,7s,As,8s,,,3,5,6.6,3.8,89.6
4s,7c,8s,Js,6c,,,3,4,14.4,3.2,82.4
3d,Qd,,,,,,0,8,11.4,2.0,86.6
9s,Kh,,,,,,0,7,15.4,2.6,82.0
4d,Kd,,,,,,0,4,19.2,3.2,77.6
Kd,6d,7d,Jd,Ah,7h,,4,1,54.0,10.8,35.2
6s,Td,5d,Ks,7h,9h,3c,5,8,0.0,0.0,100.0
4s,5d,4c,Qc,Ts,Kc,2d,5,4,4.6,1.8,93.6
5s,6d,8d,Kc,5d,Jc,4c,5,6,1.2,0.6,98.2
Th,6h,,,,,,0,4,22.4,3.2,74.4
Ac,Jd,Qh,Tc,4h,Js,3h,5,8,5.8,0.2,94.0
Ah,Jh,5d,3s,6c,Jd,,4,6,28.0,1.8,70.2
2c,Js,Kc,Jd,4s,,,3,8,11.4,4.2,84.4
Tc,Qh,9d,7d,3c,,,3,3,11.8,0.4,87.8
9d,Qh,2d,8h,Jh,6c,,4,4,10.8,0.4,88.8
Ah,Ks,3s,8s,5h,Kh,,4,4,57.8,2.0,40.2
4d,3c,Jh,Kc,6c,5c,Ac,5,7,5.8,0.0,94.2
8c,As,9h,9d,6h,Kd,Kh,5,8,1.4,6.0,92.6
5d,3d,Td,Ks,6h,9s,,4,5,0.4,0.0,99.6
Qd,5c,Jh,Ad,Th,5d,,4,4,13.4,4.6,82.0
4h,Tc,Td,3s,Th,,,3,5,74.0,8.2,17.8
4s,7s,6d,Qs,As,4h,8s,5,4,91.0,0.0,9.0
8d,Ks,Jc,Th,4h,,,3,8,2.2,3.6,94.2
Kc,5s,Kd,3d,7h,7c,,4,8,13.8,10.4,75.8
5d,3h,7h,As,5s,2d,2s,5,8,0.2,0.6,99.2
Ac,4d,Jd,4h,7c,Kh,2c,5,4,7.4,0.2,92.4
Ah,Ac,As,Qd,Js,Qh,,4,8,98.8,0.0,1.2
Kd,Qs,,,,,,0,8,16.4,2.8,80.8
7d,8h,Qs,2s,7s,6d,Ks,5,6,0.2,0.0,99.8
6d,9c,6s,7c,Qd,5d,,4,8,3.6,6.0,90.4
4d,As,,,,,,0,2,32.2,5.8,62.0
2c,4s,2d,Td,4c,,,3,3,60.4,2.2,37.4
Qh,5d,6c,Qc,2d,,,3,2,58.2,4.8,37.0
7s,9d,,,,,,0,6,10.8,2.2,87.0
Js,Kd,As,8h,9c,,,3,4,13.4,1.2,85.4
3h,Td,Qd,4h,4c,As,7d,5,8,0.0,0.0,100.0
5s,9s,Kc,Jc,6c,,,3,8,0.0,0.8,99.2
Kd,Ad,5h,8d,Kh,,,3,3,62.6,1.4,36.0
4d,Ts,,,,,,0,4,14.2,3.4,82.4
7c,9d,Th,Qh,8c,2d,5d,5,8,0.0,0.0,100.0
7s,4c,Ks,Ac,9d,Ah,,4,1,11.2,24.2,64.6
Kh,Tc,2h,Kd,Jd,4c,,4,2,73.4,2.0,24.6
4h,7c,Kd,Td,Jh,6c,2s,5,6,0.0,0.0,100.0
Kh,Qh,Qd,3s,Ts,2s,9d,5,8,19.8,0.6,79.6
As,4h,Kc,8c,Ad,9d,Th,5,2,60.4,9.2,30.4
Ah,8h,3h,4s,6h,6d,,4,2,41.8,1.0,57.2
3h,As,,,,,,0,6,11.2,3.0,85.8
Ah,3s,,,,,,0,6,10.2,3.2,86.6
9s,7d,Ad,3h,7s,2d,8c,5,2,40.2,1.2,58.6
3h,7s,6s,Ks,2d,3c,Ad,5,2,26.2,0.8,73.0
9s,5d,Qc,Ah,2h,,,3,8,1.4,0.8,97.8
4s,8h,4h,3d,3h,9s,,4,3,20.2,5.0,74.8
3s,Tc,Ts,8d,8h,,,3,1,67.8,6.0,26.2
4d,6s,3d,As,2h,,,3,1,26.2,1.8,72.0
Qc,As,3s,9s,7s,,,3,5,38.4,0.2,61.4
5s,2h,8d,Ad,3d,Ts,4d,5,4,13.8,0.4,85.8
3c,Ad,Kc,4h,4s,5c,,4,4,13.4,3.2,83.4
5s,2d,Qh,9s,9d,,,3,1,13.4,13.8,72.8
4c,As,3h,Th,6c,Qs,Td,5,8,0.0,0.2,99.8
As,Jc,5c,3d,5s,,,3,2,32.0,4.0,64.0
Jc,Js,Td,7h,4d,,,3,1,73.8,0.0,26.2
Ac,Td,4d,5c,8c,Th,5h,5,3,60.6,1.2,38.2
Kh,3h,7s,Ts,8h,,,3,8,5.8,0.4,93.8
7s,Qs,4s,Jc,Kh,Kd,,4,1,42.6,5.0,52.4
9d,Js,Ac,Qs,6d,,,3,3,12.4,3.2,84.4
6c,Kc,3d,9s,Qd,4s,,4,2,14.2,1.0,84.8
6s,Jc,,,,,,0,8,5.8,4.0,90.2
7d,Th,9h,9s,8s,5c,4h,5,5,0.0,0.0,100.0
7h,8c,Jh,Kd,2s,7d,3d,5,2,35.2,0.8,64.0
Ac,2c,9c,5d,Qd,7d,,4,3,5.0,0.8,94.2
Ad,3c,9d,8s,Jd,Kd,,4,3,23.0,1.2,75.8
7h,Js,,,,,,0,2,28.2,4.6,67.2
Qd,5h,6c,6d,Qs,,,3,8,13.2,13.6,73.2
Jd,6h,,,,,,0,6,6.2,2.2,91.6
Ad,9h,4d,Qd,7c,,,3,4,15.6,1.4,83.0
8s,2h,9h,3h,4s,5h,3s,5,4,0.0,0.0,100.0
3s,2h,7c,Jd,Td,,,3,6,0.8,0.2,99.0
7s,3s,,,,,,0,2,21.4,3.2,75.4
5s,9s,9d,8d,7h,,,3,8,4.6,5.6,89.8
7s,Kc,7d,Kd,Jd,Qh,Qd,5,5,1.2,2.2,96.6
8h,Ad,6d,Jc,4s,5d,,4,2,23.2,2.2,74.6
Qd,6h,Jc,Kd,5h,,,3,8,1.8,2.8,95.4
9h,2h,Jh,2d,Kc,Th,,4,6,22.2,2.2,75.6
Jh,8h,,,,,,0,3,25.6,1.6,72.8
4h,5s,,,,,,0,2,22.4,3.2,74.4
3d,6h,,,,,,0,7,7.2,1.4,91.4
9d,8s,Ts,7h,Td,Ac,2d,5,4,0.4,0.0,99.6
7s,As,Qs,Ac,9h,,,3,8,24.8,9.4,65.8
5h,3d,Ks,3c,4d,,,3,1,59.0,2.2,38.8
4c,3h,4s,4h,Ac,3s,Kc,5,2,98.0,0.2,1.8
5s,8c,Ad,3s,Ks,,,3,5,4.0,1.2,94.8
Ac,2h,,,,,,0,2,31.2,4.6,64.2
Qs,2d,,,,,,0,1,43.8,6.0,50.2
Ks,3s,8d,8s,Kh,2d,Kc,5,2,92.8,7.2,0.0
Js,Kc,9s,5s,2h,As,,4,6,13.0,0.2,86.8
Ah,2h,3h,Kc,Jh,,,3,3,39.4,3.0,57.6
7c,Jc,Kh,6d,2h,7s,,4,4,28.0,1.6,70.4
7h,5d,Jd,6s,As,,,3,8,2.6,0.2,97.2
4c,7h,5h,Kc,9h,,,3,3,7.0,0.6,92.4
Tc,Js,Ks,Qs,Jd,9h,8h,5,4,55.8,39.4,4.8
Js,6c,8d,Kd,Kc,2s,,4,5,3.0,1.0,96.0
Qs,3d,,,,,,0,3,18.6,4.4,77.0
5h,5d,,,,,,0,7,11.4,1.0,87.6
2d,Ac,9c,Th,Kd,Ad,,4,8,18.6,10.2,71.2
Td,3c,4c,3h,5s,9h,2c,5,3,2.8,0.0,97.2
As,Qs,Qh,4s,4d,5c,,4,8,25.8,5.6,68.6
Qh,6d,9h,As,2h,6s,,4,5,13.0,0.4,86.6
Jh,3s,8s,Ac,Td,,,3,5,5.4,4.0,90.6
Ts,2h,,,,,,0,2,26.4,3.6,70.0
8h,6c,7c,3c,5c,8d,Jd,5,3,28.6,0.8,70.6
8h,Th,6s,9s,Jd,,,3,8,20.8,3.0,76.2
7d,Kc,3c,Ks,2d,5c,,4,4,39.4,1.2,59.4
4h,7c,6s,6h,8h,5h,4s,5,5,32.4,37.8,29.8
5h,Qs,,,,,,0,8,7.8,2.8,89.4
Ah,2s,Qd,8s,As,5c,,4,1,81.4,3.0,15.6
Qd,5d,Kh,9d,Jd,7d,8s,5,2,95.8,0.0,4.2
4h,Ts,Ah,8h,2s,Js,,4,7,0.0,0.4,99.6
6c,Tc,8d,Ks,Qs,5d,,4,1,22.2,5.0,72.8
6h,9h,Ah,6c,6s,2s,,4,2,85.8,3.6,10.6
7d,9d,,,,,,0,3,24.6,3.8,71.6
6h,5s,Jd,9s,8d,8s,9d,5,1,0.0,27.8,72.2
Kc,Jh,,,,,,0,4,26.8,2.8,70.4
6c,Tc,9c,2d,8s,,,3,6,16.4,1.4,82.2
3d,7h,Kd,Qd,5h,,,3,7,1.2,0.8,98.0
7c,3d,3c,2c,Tc,,,3,4,22.4,2.2,75.4
3c,9c,5h,9d,2c,Jc,,4,2,58.8,1.8,39.4
Kc,7c,4h,3h,7h,,,3,5,13.0,1.8,85.2
Ac,5h,,,,,,0,2,33.4,2.8,63.8
Qh,6s,8c,7s,5c,3d,,4,2,19.6,4.6,75.8
Ah,Jh,7c,Qh,4h,Ac,Qs,5,8,34.2,2.6,63.2
2d,Kd,7s,3s,Jd,Js,7c,5,2,30.2,10.6,59.2
Qs,Ad,,,,,,0,3,38.4,3.2,58.4
6h,2s,Ah,5d,8h,8c,Th,5,8,0.0,0.0,100.0
2h,Qc,2s,9s,7c,,,3,4,19.4,1.0,79.6
8c,Ac,Js,9c,Td,6h,,4,8,3.0,7.4,89.6
3s,4c,Td,2h,3h,,,3,2,35.2,3.0,61.8
3s,7d,6c,3c,4c,As,,4,7,3.2,2.0,94.8
3d,Ts,7c,Kc,Td,9s,Qh,5,4,4.8,2.4,92.8
7c,Ah,,,,,,0,7,12.2,3.6,84.2
3s,8s,Td,4d,6c,,,3,1,14.8,3.8,81.4
Js,3c,9c,9d,Th,Kd,5s,5,4,0.2,0.0,99.8
Th,8s,Jc,5s,3s,2h,,4,1,21.2,1.2,77.6
5s,Jc,,,,,,0,5,8.2,2.4,89.4
4s,9c,3d,7d,Qd,Th,Kc,5,1,15.2,5.6,79.2
Tc,Kh,Ad,5h,3c,Ac,9d,5,2,20.2,1.2,78.6
3s,6d,Kc,9h,Kd,4s,Qc,5,2,0.0,0.2,99.8
3d,3c,,,,,,0,3,23.8,1.2,75.0
As,2d,Jd,3d,4c,5h,,4,2,79.2,4.6,16.2
5h,Ks,8d,4h,7s,Qs,2h,5,6,0.0,0.0,100.0
As,Th,2d,5s,4h,3d,Kh,5,1,67.8,14.4,17.8
9h,5c,,,,,,0,1,38.0,6.2,55.8
Kh,9s,2h,Td,8c,9h,9c,5,1,91.8,0.2,8.0
5c,2c,Js,2d,Kd,9s,,4,5,7.8,1.0,91.2
7h,2s,,,,,,0,7,6.6,1.6,91.8
5d,Jd,Qd,Td,8c,6s,,4,3,22.2,2.2,75.6
Ts,5s,Jc,3d,Kd,Js,5h,5,5,12.6,6.6,80.8
6h,2c,4d,2s,Ks,Jc,,4,8,4.6,1.4,94.0
4d,Qc,8s,5c,3s,3d,8d,5,1,31.6,7.6,60.8
3d,Jh,Qc,2s,9s,Qh,7s,5,8,0.0,0.0,100.0
As,Jh,8h,Qc,6s,Ad,,4,2,77.0,2.4,20.6
7d,Tc,Th,Ah,6h,Jd,4h,5,7,0.0,0.0,100.0
2c,3s,,,,,,0,5,9.2,1.4,89.4
Ac,6d,,,,,,0,4,19.4,4.0,76.6
Jh,4h,7h,Qd,Td,,,3,4,8.8,2.0,89.2
3s,8s,Ad,Qs,Jd,,,3,4,5.4,2.6,92.0
2h,7d,,,,,,0,4,8.6,2.2,89.2
3s,Jh,Td,Js,Th,6h,Qh,5,5,7.8,5.8,86.4
Kc,8c,6d,4d,9h,,,3,4,9.2,2.0,88.8
Qc,Js,9c,3c,Qh,Ah,,4,3,47.6,2.8,49.6
Kd,9s,,,,,,0,1,53.8,2.2,44.0
4d,4c,2h,Ah,5s,Ks,,4,7,4.6,3.0,92.4
Qd,Ks,,,,,,0,2,46.8,2.2,51.0
4s,Kh,6c,Ks,3s,7s,,4,7,13.8,5.4,80.8
Ks,Ah,,,,,,0,3,38.6,2.8,58.6
2d,Jd,,,,,,0,7,13.0,2.0,85.0
2h,7c,,,,,,0,8,4.4,2.6,93.0
Th,2c,5d,6d,Kh,,,3,1,23.4,4.2,72.4
9c,6c,8c,2s,Ad,,,3,6,9.6,1.2,89.2
Ac,Th,Ts,2d,7s,5s,7h,5,1,87.0,0.8,12.2
9h,7c,,,,,,0,8,7.6,2.8,89.6
7c,Th,Jc,3s,6c,,,3,8,5.0,1.8,93.2
8d,6c,As,Qd,3c,,,3,2,9.6,2.2,88.2
Jc,5d,2d,4s,4d,7s,Jh,5,5,29.6,8.0,62.4
Tc,6h,,,,,,0,8,7.6,2.8,89.6
Ad,7c,,,,,,0,7,10.0,3.0,87.0
5h,7s,Ts,Tc,5d,,,3,6,7.4,4.6,88.0
Kd,5h,5c,3h,8d,,,3,8,10.4,0.2,89.4
9d,Kc,2s,5h,9c,,,3,2,60.2,1.4,38.4
9h,4d,9c,Ah,3d,Ad,7h,5,6,23.6,11.4,65.0
5h,9s,Jc,Qc,Kc,5c,4s,5,5,0.2,0.0,99.8
3h,2d,Ad,Th,3d,,,3,6,8.0,2.6,89.4
9c,6c,9h,2c,4h,Td,,4,3,31.2,2.0,66.8
7h,3c,Jc,7d,5d,7s,9d,5,8,34.8,8.8,56.4
Jc,6d,9c,Th,3s,Td,,4,8,0.6,0.2,99.2
8d,Kc,Js,9h,3s,,,3,1,37.4,2.4,60.2
Jh,9d,Qs,Ad,5c,,,3,1,40.0,2.8,57.2
Kh,Qh,Ac,4d,Ks,,,3,7,23.4,2.8,73.8
Jh,6s,Kc,3c,6d,,,3,3,30.2,3.2,66.6
Js,Tc,3d,7d,Qs,,,3,5,8.6,0.6,90.8
9s,7h,,,,,,0,3,22.4,3.8,73.8
3c,Jh,2h,Ts,3h,Kc,,4,3,27.0,1.2,71.8
Td,5c,7d,2h,3d,,,3,8,3.6,0.6,95.8
2c,5h,As,6d,7h,4d,9c,5,4,0.0,0.0,100.0
6h,9c,As,Qc,4d,Ks,6s,5,6,0.6,0.8,98.6
Jc,4c,As,5s,7h,9c,,4,8,0.4,0.0,99.6
3h,6s,,,,,,0,2,16.8,4.2,79.0
7s,7h,Qs,9d,9h,5h,,4,6,9.2,0.2,90.6
Qs,7h,5h,Jd,Kc,Qc,2h,5,4,27.0,1.0,72.0
Ks,8c,,,,,,0,7,13.0,3.4,83.6
Qc,7h,Kd,Qd,3h,Ah,,4,1,66.6,2.6,30.8
Td,Js,3c,Tc,Th,,,3,7,69.0,5.8,25.2
8d,7d,9c,Qh,Ts,,,3,7,6.0,3.2,90.8
8h,9d,7s,4h,9c,Qc,,4,4,28.2,2.0,69.8
Qc,5h,,,,,,0,2,30.0,4.6,65.4
9h,2s,Ks,Qd,6h,Th,,4,1,24.4,6.8,68.8
Tc,6s,8s,8d,Qh,7d,9h,5,5,77.8,3.8,18.4
Js,3s,,,,,,0,8,10.4,1.4,88.2
8s,2h,,,,,,0,5,8.4,3.6,88.0
6s,6h,4d,4c,Qd,Tc,2c,5,2,31.4,0.0,68.6
Kc,Jh,Tc,Kd,As,Jc,5s,5,5,23.2,0.6,76.2
8d,6c,,,,,,0,4,18.2,1.8,80.0
Ac,7c,Qs,3s,Qh,Ah,,4,6,29.6,11.4,59.0
9c,2c,Qc,9h,Ks,Jc,8h,5,3,7.0,3.2,89.8
7d,3d,7c,5h,Qc,4s,6d,5,5,14.8,18.2,67.0
Qh,Tc,,,,,,0,3,30.8,3.4,65.8
Ad,9h,8h,Qs,Kh,5h,Ah,5,7,34.8,0.0,65.2
Jc,Ks,5h,8c,5s,4s,,4,1,42.2,3.0,54.8
5c,Jh,,,,,,0,2,30.0,3.4,66.6
Td,8h,Kc,Qs,9s,Ks,Jd,5,4,41.4,31.4,27.2
8h,7c,,,,,,0,8,8.0,2.0,90.0
Ad,4s,,,,,,0,7,10.6,4.2,85.2
3c,7c,Jc,9h,Kc,8h,,4,7,17.0,1.0,82.0
Qs,9c,3h,5c,5h,Jd,,4,5,4.4,1.2,94.4
Jd,Ac,7s,2h,7h,3h,,4,1,47.8,2.6,49.6
Qh,6h,5h,Ks,3h,2h,3d,5,2,93.6,0.0,6.4
2s,4c,5c,Jc,Ah,,,3,5,13.6,1.6,84.8
5h,4c,6s,3h,8c,,,3,4,22.4,4.0,73.6
